DepComN;NomCN;DepComA;NomCA;ChefLieu;ComDLG;Date1;Date2;Date3;;;;;;;;;;;;;;;;;
49248;Ombrée d'Anjou;49309;Saint-Michel-et-Chanveaux;N;O;07/12/2016;15/12/2016;18/01/2017;;;;;;;;;;;;;;;;;
49248;Ombrée d'Anjou;49354;Tremblay (Le);N;O;07/12/2016;15/12/2016;18/01/2017;;;;;;;;;;;;;;;;;
49248;Ombrée d'Anjou;49366;Vergonnes;N;O;07/12/2016;15/12/2016;18/01/2017;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49331;Segré;O;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49014;Aviré;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49037;Bourg-d'Iré (Le);N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49077;Chapelle-sur-Oudon (La);N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49081;Châtelais;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49136;Ferrière-de-Flée (La);N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49158;Hôtellerie-de-Flée (L');N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49184;Louvaines;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49187;Marans;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49208;Montguillon ;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49229;Noyant-la-Gravoyère;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49233;Nyoiseau;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49277;Sainte-Gemmes-d'Andigné;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49305;Saint-Martin-du-Bois;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
49331;Segré-en-Anjou Bleu;49319;Saint-Sauveur-de-Flée;N;O;28/09/2016;15/12/2016;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50041;Beaumont-Hague;O;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50001;Acqueville ;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50020;Auderville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50057;Biville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50073;Branville-Hague;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50163;Digulleville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50171;Éculleville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50187;Flottemanville-Hague;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50220;Gréville-Hague;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50242;Herqueville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50257;Jobourg;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50385;Omonville-la-Petite;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50386;Omonville-la-Rogue;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50460;Sainte-Croix-Hague;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50477;Saint-Germain-des-Vaux;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50600;Tonneville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50611;Urville-Nacqueville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50620;Vasteville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50041;Hague (La);50623;Vauville;N;O;27/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
50095;Canisy;50095;Canisy;O;O;22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50095;Canisy;50465;Saint-Ébremond-de-Bonfossé;N;O;22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50099;Carentan les Marais;50099;Carentan les Marais;O;O (*);22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50099;Carentan les Marais;50080;Brévands;N;O;22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50099;Carentan les Marais;50534;Saint-Pellerin;N;O;22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50099;Carentan les Marais;50631;Veys (Les);N;O;22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50139;Condé-sur-Vire;50139;Condé-sur-Vire;O;O (*);22/07/2016;;29/10/2016;;;;;;;;;;;;;;;;;
50139;Condé-sur-Vire;50608;Troisgots;N;O;22/07/2016;;29/10/2016;;;;;;;;;;;;;;;;;
50260;Juvigny les Vallées;50260;Juvigny-le-Tertre;O;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50260;Juvigny les Vallées;50037;Bazoge (La);N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50260;Juvigny les Vallées;50043;Bellefontaine;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50260;Juvigny les Vallées;50125;Chasseguey;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50260;Juvigny les Vallées;50131;Chérencé-le-Roussel;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50260;Juvigny les Vallées;50318;Mesnil-Rainfray (Le);N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50260;Juvigny les Vallées;50323;Mesnil-Tôve (Le);N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50400;Picauville;50400;Picauville;O;O (*);04/07/2016;;23/07/2016;;;;;;;;;;;;;;;;;
50400;Picauville;50333;Moitiers-en-Bauptois (Les);N;O;04/07/2016;;23/07/2016;;;;;;;;;;;;;;;;;
50431;Remilly Les Marais ;50431;Remilly-sur-Lozon;O;O;05/08/2016;;23/10/2016;;;;;;;;;;;;;;;;;
50431;Remilly Les Marais;50119;Champs-de-Losque (Les);N;O;05/08/2016;;23/10/2016;;;;;;;;;;;;;;;;;
50431;Remilly Les Marais;50325;Mesnil-Vigot (Le);N;O;05/08/2016;;23/10/2016;;;;;;;;;;;;;;;;;
50444;Saint-Amand-Villages;50444;Saint-Amand;O;O;22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50444;Saint-Amand-Villages;50404;Placy-Montaigu;N;O;22/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
50487;Saint-James;50487;Saint-James;O;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50487;Saint-James;50018;Argouges;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50487;Saint-James;50100;Carnet;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50487;Saint-James;50154;Croix-Avranchin (La);N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50487;Saint-James;50337;Montanel;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50487;Saint-James;50627;Vergoncey;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
50487;Saint-James;50640;Villiers-le-Pré;N;O;08/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
51075;Bourgogne-Fresne;51075;Bourgogne;O;O;27/06/2016;;28/12/2016;;;;;;;;;;;;;;;;;
51075;Bourgogne-Fresne;51261;Fresne-lès-Reims;N;O;27/06/2016;;28/12/2016;;;;;;;;;;;;;;;;;
51171;Cormicy;51171;Cormicy;O;O;29/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
51171;Cormicy;02344;Gernicourt;N;O;29/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
52064;Bourmont-entre-Meuse-et-Mouzon;52064;Bourmont;O;O;23/05/2016;01/06/2016;20/07/2016;;;;;;;;;;;;;;;;;
52064;Bourmont-entre-Meuse-et-Mouzon;52351;Nijon;N;O;23/05/2016;01/06/2016;20/07/2016;;;;;;;;;;;;;;;;;
52140;Colombey les Deux Églises;52140;Colombey-les-Deux-Églises;O;O;30/11/2016;;18/01/2017;;;;;;;;;;;;;;;;;
52140;Colombey les Deux Églises;52262;Lamothe-en-Blaisy;N;O;30/11/2016;;18/01/2017;;;;;;;;;;;;;;;;;
53017;Val-du-Maine;53017;Ballée;O;O;22/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
53017;Val-du-Maine;53095;Épineux-le-Seguin;N;O;22/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
53161;Montsûrs-Saint-Céneré;53161;Montsûrs;O;O;29/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
53161;Montsûrs-Saint-Céneré;53205;Saint-Céneré;N;O;29/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
53228;Blandouet-Saint Jean;53228;Saint-Jean-sur-Erve;O;O;02/06/2016;;20/07/2016;;;;;;;;;;;;;;;;;
53228;Blandouet-Saint Jean;53032;Blandouet;N;O;02/06/2016;;20/07/2016;;;;;;;;;;;;;;;;;
54099;Val de Briey;54099;Briey;O;O;28/06/2016;;26/10/2016;;;;;;;;;;;;;;;;;
54099;Val de Briey;54341;Mance;N;O;28/06/2016;;26/10/2016;;;;;;;;;;;;;;;;;
54099;Val de Briey;54342;Mancieulles;N;O;28/06/2016;;26/10/2016;;;;;;;;;;;;;;;;;
56033;Carentoir;56033;Carentoir;O;N;25/10/2016;;24/12/2016;;;;;;;;;;;;;;;;;
56033;Carentoir;56183;Quelneuc;N;O;25/10/2016;;24/12/2016;;;;;;;;;;;;;;;;;
56061;Gacilly (La);56061;Gacilly (La);O;O;13/07/2016;;24/12/2016;;;;;;;;;;;;;;;;;
56061;Gacilly (La);56038;Chapelle-Gaceline (La);N;O;13/07/2016;;24/12/2016;;;;;;;;;;;;;;;;;
56061;Gacilly (La);56064;Glénac;N;O;13/07/2016;;24/12/2016;;;;;;;;;;;;;;;;;
57148;Colligny-Maizery;57148;Colligny;O;O;29/04/2016;01/06/2016;20/07/2016;;;;;;;;;;;;;;;;;
57148;Colligny-Maizery;57432;Maizery;N;O;29/04/2016;01/06/2016;20/07/2016;;;;;;;;;;;;;;;;;
57482;Ogy-Montoy-Flanville;57482;Montoy-Flanville;O;O;22/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
57482;Ogy-Montoy-Flanville;57523;Ogy;N;O;22/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
58204;Vaux d'Amognes;58204;Ourouër;O;O;06/07/2016;;24/12/2016;;;;;;;;;;;;;;;;;
58204;Vaux d'Amognes;58022;Balleray;N;O;06/07/2016;;24/12/2016;;;;;;;;;;;;;;;;;
60029;Auneuil;60029;Auneuil;O;O;30/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
60029;Auneuil;60649;Troussures;N;O;30/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
60196;Drenne (La);60196;Déluge (Le);O;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
60196;Drenne (La);60453;Neuville-d'Aumont (La);N;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
60196;Drenne (La);60532;Ressons-l'Abbaye;N;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
61168;Ferté Macé (La);61168;Ferté-Macé (La);O;N;12/01/2016;12/01/2016;24/02/2016;;;;;;;;;;;;;;;;;
61168;Ferté Macé (La);61004;Antoigny;N;O;12/01/2016;12/01/2016;24/02/2016;;;;;;;;;;;;;;;;;
61196;Belforêt-en-Perche;61196;Gué-de-la-Chaîne (Le);O;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
61196;Belforêt-en-Perche;61154;Eperrais;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
61196;Belforêt-en-Perche;61318;Origny-le-Butin;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
61196;Belforêt-en-Perche;61325;Perrière (La);N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
61196;Belforêt-en-Perche;61437;Saint-Ouen-de-la-Cour;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
61196;Belforêt-en-Perche;61471;Sérigny;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61474;Silly-en-Gouffern;O;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61009;Aubry-en-Exmes;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61019;Avernes-sous-Exmes;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61057;Bourg-Saint-Léonard (Le);N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61083;Chambois;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61110;Cochère (La);N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61131;Courménil;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61157;Exmes;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61161;Fel;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61315;Omméel;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61449;Saint-Pierre-la-Rivière;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61477;Survie;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61496;Urou-et-Crennes;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
61474;Gouffern en Auge;61504;Villebadin;N;O;06/10/2016;;18/01/2017;;;;;;;;;;;;;;;;;
62295;Enquin-lez-Guinegatte;62295;Enquin-les-Mines;O;O;30/06/2016;;23/07/2016;;;;;;;;;;;;;;;;;
62295;Enquin-lez-Guinegatte;62294;Enguinegatte;N;O;30/06/2016;;23/07/2016;;;;;;;;;;;;;;;;;
62471;Bellinghem;62471;Inghem;O;O;31/05/2016;01/09/2016;23/07/2016;;;;;;;;;;;;;;;;;
62471;Bellinghem;62431;Herbelles;N;O;31/05/2016;01/09/2016;23/07/2016;;;;;;;;;;;;;;;;;
64225;Ance Féas;64225;Féas;O;O;19/07/2016;;18/01/2017;;;;;;;;;;;;;;;;;
64225;Ance Féas;64020;Ance;N;O;19/07/2016;;18/01/2017;;;;;;;;;;;;;;;;;
65081;Benqué-Molère;65081;Benqué;O;N;21/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
65081;Benqué-Molère;65312;Molère;N;N;21/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
65399;Saligos;65399;Saligos;O;N;14/09/2016;;27/10/2016;;;;;;;;;;;;;;;;;
65399;Saligos;65480;Vizos;N;N;14/09/2016;;27/10/2016;;;;;;;;;;;;;;;;;
67202;Hochfelden;67202;Hochfelden;O;N;30/06/2016;;23/07/2016;;;;;;;;;;;;;;;;;
67202;Hochfelden;67439;Schaffhouse-sur-Zorn;N;O;30/06/2016;;23/07/2016;;;;;;;;;;;;;;;;;
69024;Val d'Oingt;69024;Bois-d'Oingt (Le);O;O;22/09/2016;;22/10/2016;;;;;;;;;;;;;;;;;
69024;Val d'Oingt;69146;Oingt;N;O;22/09/2016;;22/10/2016;;;;;;;;;;;;;;;;;
69024;Val d'Oingt;69222;Saint-Laurent-d'Oingt;N;O;22/09/2016;;22/10/2016;;;;;;;;;;;;;;;;;
69159;Porte des Pierres Dorées;69159;Pouilly-le-Monial;O;O;22/09/2016;;26/10/2016;;;;;;;;;;;;;;;;;
69159;Porte des Pierres Dorées;69114;Liergues;N;O;22/09/2016;;26/10/2016;;;;;;;;;;;;;;;;;
69228;Chabanière;69228;Saint-Maurice-sur-Dargoire;O;O;05/10/2016;;24/12/2016;;;;;;;;;;;;;;;;;
69228;Chabanière;69195;Saint-Didier-sous-Riverie;N;O;05/10/2016;;24/12/2016;;;;;;;;;;;;;;;;;
69228;Chabanière;69237;Saint-Sorlin;N;O;05/10/2016;;24/12/2016;;;;;;;;;;;;;;;;;
70489;Servance-Miellin;70489;Servance;O;O;26/09/2016;;18/01/2017;;;;;;;;;;;;;;;;;
70489;Servance-Miellin;70345;Miellin;N;O;26/09/2016;;18/01/2017;;;;;;;;;;;;;;;;;
71582;Vineuse sur Fregande (La);71582;Vineuse (La);O;O;28/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
71582;Vineuse sur Fregande (La);71180;Donzy-le-National;N;O;28/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
71582;Vineuse sur Fregande (La);71288;Massy;N;O;28/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
71582;Vineuse sur Fregande (La);71587;Vitry-lès-Cluny;N;O;28/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
72025;Bazouges Cré sur Loir;72025;Bazouges-sur-le-Loir;O;O;16/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
72025;Bazouges Cré sur Loir;72108;Cré-sur-Loir;N;O;16/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
72071;Montval-sur-Loir;72071;Château-du-Loir;O;O;28/06/2016;01/10/2016;23/07/2016;;;;;;;;;;;;;;;;;
72071;Montval-sur-Loir;72203;Montabon;N;O;28/06/2016;01/10/2016;23/07/2016;;;;;;;;;;;;;;;;;
72071;Montval-sur-Loir;72384;Vouvray-sur-Loir;N;O;28/06/2016;01/10/2016;23/07/2016;;;;;;;;;;;;;;;;;
72262;Loir en Vallée;72262;Ruillé-sur-Loir;O;O;16/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
72262;Loir en Vallée;72063;Chapelle-Gaugain (La);N;O;16/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
72262;Loir en Vallée;72159;Lavenay;N;O;16/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
72262;Loir en Vallée;72240;Poncé-sur-le-Loir;N;O;16/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
72308;Saint-Paterne - Le Chevain;72308;Saint-Paterne;O;O;28/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
72308;Saint-Paterne - Le Chevain;72082;Chevain (Le);N;O;28/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
73227;Courchevel;73227;Saint-Bon-Tarentaise;O;O;08/08/2016;;28/10/2016;;;;;;;;;;;;;;;;;
73227;Courchevel;73198;Perrière (La);N;O;08/08/2016;;28/10/2016;;;;;;;;;;;;;;;;;
73235;Saint François Longchamp;73235;Saint-François-Longchamp;O;O;19/12/2017;;18/01/2017;;;;;;;;;;;;;;;;;
73235;Saint François Longchamp;73163;Montaimont;N;O;19/12/2017;;18/01/2017;;;;;;;;;;;;;;;;;
73235;Saint François Longchamp;73167;Montgellafrey;N;O;19/12/2017;;18/01/2017;;;;;;;;;;;;;;;;;
73290;Val-Cenis;73290;Termignon;O;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
73290;Val-Cenis;73056;Bramans;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
73290;Val-Cenis;73143;Lanslebourg-Mont-Cenis;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
73290;Val-Cenis;73144;Lanslevillard;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
73290;Val-Cenis;73287;Sollières-Sardières;N;O;08/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
74010;Annecy;74010;Annecy;O;O;14/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
74010;Annecy;74011;Annecy-le-Vieux;N;O;14/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
74010;Annecy;74093;Cran-Gevrier;N;O;14/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
74010;Annecy;74182;Meythet;N;O;14/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
74010;Annecy;74217;Pringy;N;O;14/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
74010;Annecy;74268;Seynod;N;O;14/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
74282;Fillière;74282;Thorens-Glières;O;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
74282;Fillière;74022;Aviernoz ;N;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
74282;Fillière;74120;Évires;N;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
74282;Fillière;74204;Ollières (Les);N;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
74282;Fillière;74245;Saint-Martin-Bellevue;N;O;27/05/2016;;20/07/2016;;;;;;;;;;;;;;;;;
76146;Buchy;76146;Buchy;O;O;15/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
76146;Buchy;76127;Bosc-Roger-sur-Buchy;N;O;15/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
76146;Buchy;76248;Estouteville-Écalles;N;O;15/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
76258;Terres-de-Caux;76258;Fauville-en-Caux;O;O;12/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
76258;Terres-de-Caux;76044;Auzouville-Auberbosc;N;O;12/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
76258;Terres-de-Caux;76078;Bennetot;N;O;12/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
76258;Terres-de-Caux;76080;Bermonville;N;O;12/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
76258;Terres-de-Caux;76525;Ricarville;N;O;12/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
76258;Terres-de-Caux;76607;Sainte-Marguerite-sur-Fauville;N;O;12/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
76258;Terres-de-Caux;76639;Saint-Pierre-Lavis;N;O;12/09/2016;;24/12/2016;;;;;;;;;;;;;;;;;
77316;Moret-Loing-et-Orvanne;77316;Moret Loing et Orvanne;O;O (*);26/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
77316;Moret-Loing-et-Orvanne;77491;Veneux-les-Sablons;N;O;26/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
79063;Val en Vignes;79063;Cersay;O;O;24/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
79063;Val en Vignes;79044;Bouillé-Saint-Paul;N;O;24/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
79063;Val en Vignes;79168;Massais;N;O;24/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
79136;Alloinay;79136;Gournay-Loizé;O;N;08/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
79136;Alloinay;79006;Alleuds (Les);N;O;08/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
79185;Mougon-Thorigné;79185;Mougon;O;O;29/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
79185;Mougon-Thorigné;79327;Thorigné;N;O;29/11/2016;;28/12/2016;;;;;;;;;;;;;;;;;
80295;Étinehem-Méricourt;80295;Étinehem;O;O;11/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
80295;Étinehem-Méricourt;80532;Méricourt-sur-Somme;N;O;11/07/2016;;28/10/2016;;;;;;;;;;;;;;;;;
80621;Hypercourt;80621;Pertain;O;O;25/05/2016;;23/07/2016;;;;;;;;;;;;;;;;;
80621;Hypercourt;80447;Hyencourt-le-Grand;N;O;25/05/2016;;23/07/2016;;;;;;;;;;;;;;;;;
80621;Hypercourt;80608;Omiécourt;N;O;25/05/2016;;23/07/2016;;;;;;;;;;;;;;;;;
81218;Puygouzon;81218;Puygouzon;O;N;11/07/2016;;28/12/2016;;;;;;;;;;;;;;;;;
81218;Puygouzon;81113;Labastide-Dénat;N;O;11/07/2016;;28/12/2016;;;;;;;;;;;;;;;;;
85009;Auchay-sur-Vendée;85009;Auzay;O;O;04/08/2016;;21/10/2016;;;;;;;;;;;;;;;;;
85009;Auchay-sur-Vendée;85044;Chaix;N;O;04/08/2016;;21/10/2016;;;;;;;;;;;;;;;;;
85152;Achards (Les);85152;Mothe-Achard (La);O;O;30/09/2016;;27/12/2016;;;;;;;;;;;;;;;;;
85152;Achards (Les);85052;Chapelle-Achard (La);N;O;30/09/2016;;27/12/2016;;;;;;;;;;;;;;;;;
86019;Beaumont Saint-Cyr;86019;Beaumont;O;O;16/06/2016;;23/10/2016;;;;;;;;;;;;;;;;;
86019;Beaumont Saint-Cyr;86219;Saint-Cyr;N;O;16/06/2016;;23/10/2016;;;;;;;;;;;;;;;;;
86053;Champigny en Rochereau;86053;Champigny-le-Sec;O;O;19/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
86053;Champigny en Rochereau;86208;Rochereau (Le);N;O;19/07/2016;;26/10/2016;;;;;;;;;;;;;;;;;
86115;Jaunay-Marigny;86115;Jaunay-Clan;O;O;19/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
86115;Jaunay-Marigny;86146;Marigny-Brizay;N;O;19/07/2016;;22/10/2016;;;;;;;;;;;;;;;;;
86281;Saint Martin la Pallu;86281;Vendeuvre-du-Poitou;O;O;19/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
86281;Saint Martin la Pallu;86030;Blaslay;N;O;19/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
86281;Saint Martin la Pallu;86060;Charrais;N;O;19/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
86281;Saint Martin la Pallu;86071;Cheneché;N;O;19/07/2016;;27/10/2016;;;;;;;;;;;;;;;;;
88029;Vôge-les-Bains (La);88029;Bains-les-Bains;O;O;05/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
88029;Vôge-les-Bains (La);88234;Harsault;N;O;05/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
88029;Vôge-les-Bains (La);88235;Hautmougey;N;O;05/12/2016;;18/01/2017;;;;;;;;;;;;;;;;;
88475;Tollaincourt;88475;Tollaincourt;O;N;19/09/2016;;27/10/2016;;;;;;;;;;;;;;;;;
88475;Tollaincourt;88392;Rocourt;N;N;19/09/2016;;27/10/2016;;;;;;;;;;;;;;;;;
89003;Montholon;89003;Aillant-sur-Tholon;O;O;01/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
89003;Montholon;89078;Champvallon ;N;O;01/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
